prestador,sede_nombre anterior,sede_nombre actual,email,direccion,telefono,naju_nombre,grse_nombre,Especialidades
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,323 -INFECTOLOGÍA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,327 -MEDICINA FÍSICA y REHABILITACIÓN
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,329 -MEDICINA INTERNA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Consulta Externa,331 -NEUMOLOGÍA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Consulta Externa,332 -NEUROLOGÍA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,332 -NEUROLOGÍA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Consulta Externa,335 -OFTALMOLOGÍA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Consulta Externa,339 -ORTOPEDIA y/O TRAUMATOLOGÍA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,339 -ORTOPEDIA y/O TRAUMATOLOGÍA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Consulta Externa,340 -OTORRINOLARINGOLOGÍA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,342 -PEDIATRÍA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,348 -REUMATOLOGÍA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,355 -UROLOGÍA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Consulta Externa,361 -CARDIOLOGÍA PEDIÁTRICA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,362 -CIRUGÍA de CABEZA y CUELLO
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Consulta Externa,363 -CIRUGÍA de MANO
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,366 -CIRUGÍA de TÓRAX
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,369 -CIRUGÍA PLÁSTICA y ESTÉTICA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Consulta Externa,372 -CIRUGÍA VASCULAR
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,372 -CIRUGÍA VASCULAR
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,379 -GINECOLOGÍA ONCOLÓGICA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,386 -NEUMOLOGÍA PEDIÁTRICA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Consulta Externa,387 -NEUROCIRUGÍA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,388 -NEUROPEDIATRÍA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,391 -ONCOLOGÍA y HEMATOLOGÍA PEDIÁTRICA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Consulta Externa,409 -ORTOPEDIA PEDIÁTRICA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,411 -CIRUGÍA MAXILOFACIAL
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Urgencias,501 -SERVICIO de URGENCIAS
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Internación,101 -GENERAL ADULTOS
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Internación,105 -CUIDADO INTERMEDIO NEONATAL
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Internación,107 -CUIDADO INTERMEDIO ADULTOS
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Internación,108 -CUIDADO INTENSIVO NEONATAL
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Internación,110 -CUIDADO INTENSIVO ADULTOS
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Internación,112 -OBSTETRICIA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Internación,120 -CUIDADO BÁSICO NEONATAL
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,201 -CIRUGÍA de CABEZA y CUELLO
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,202 -CIRUGÍA CARDIOVASCULAR
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,203 -CIRUGÍA GENERAL
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,204 -CIRUGÍA GINECOLÓGICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,205 -CIRUGÍA MAXILOFACIAL
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,206 -CIRUGÍA NEUROLÓGICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,207 -CIRUGÍA ORTOPÉDICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,208 -CIRUGÍA OFTALMOLÓGICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,209 -CIRUGÍA OTORRINOLARINGOLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,210 -CIRUGÍA ONCOLÓGICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,211 -CIRUGÍA ORAL
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,212 -CIRUGÍA PEDIÁTRICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,213 -CIRUGÍA PLÁSTICA y ESTÉTICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,214 -CIRUGÍA VASCULAR y ANGIOLÓGICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,215 -CIRUGÍA UROLÓGICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,217 -OTRAS CIRUGÍAS - NO ONCOLÓGICO
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,218 -CIRUGÍA ENDOVASCULAR NEUROLÓGICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,219 -TRASPLANTE RENAL
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,231 -CIRUGÍA de LA MANO
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,232 -CIRUGÍA de MAMA y TUMORES TEJIDOS BLANDOS - SI ONCOLÓGICO
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,234 -CIRUGÍA de TÓRAX
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,235 -CIRUGÍA GASTROINTESTINAL
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Quirúrgicos,241 -TRASPLANTE de TEJIDO OSTEOMUSCULAR
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,301 -ANESTESIA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,302 -CARDIOLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,303 -CIRUGÍA CARDIOVASCULAR
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,309 -DOLOR y CUIDADOS PALIATIVOS - SI ONCOLÓGICO
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,316 -GASTROENTEROLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,317 -GENÉTICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,318 -GERIATRÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,321 -HEMATOLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,330 -NEFROLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,331 -NEUMOLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,332 -NEUROLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,335 -OFTALMOLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,336 -ONCOLOGÍA CLÍNICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,340 -OTORRINOLARINGOLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,348 -REUMATOLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,355 -UROLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,356 -OTRAS CONSULTAS de ESPECIALIDAD - NO ONCOLÓGICO
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,362 -CIRUGÍA de CABEZA y CUELLO
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,366 -CIRUGÍA de TÓRAX
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,367 -CIRUGÍA GASTROINTESTINAL
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,369 -CIRUGÍA PLÁSTICA y ESTÉTICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,372 -CIRUGÍA VASCULAR
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,373 -CIRUGÍA ONCOLÓGICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,377 -COLOPROCTOLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,379 -GINECOLOGÍA ONCOLÓGICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,385 -NEONATOLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,393 -ORTOPEDIA ONCOLÓGICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,406 -HEMATOLOGÍA ONCOLÓGICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Consulta Externa,411 -CIRUGÍA MAXILOFACIAL
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,Hospital Universitario Mayor-Méderi,alejanDr.a.calixto@mederi.com.co,CL 24 # 29 45,5600520,Privada,Urgencias,501 -SERVICIO de URGENCIAS
Corporación Salud Un,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,Hospital Universitario Nacional de Colombia,corporacionsaludun@hun.edu.co,CL 44 # 59 75,Fijo 3904888 Extensión 12703,Privada,Internación,101 -GENERAL ADULTOS
Corporación Salud Un,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,Hospital Universitario Nacional de Colombia,corporacionsaludun@hun.edu.co,CL 44 # 59 75,Fijo 3904888 Extensión 12703,Privada,Internación,107 -CUIDADO INTERMEDIO ADULTOS
Corporación Salud Un,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,Hospital Universitario Nacional de Colombia,corporacionsaludun@hun.edu.co,CL 44 # 59 75,Fijo 3904888 Extensión 12703,Privada,Internación,110 -CUIDADO INTENSIVO ADULTOS
Corporación Salud Un,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,Hospital Universitario Nacional de Colombia,corporacionsaludun@hun.edu.co,CL 44 # 59 75,Fijo 3904888 Extensión 12703,Privada,Quirúrgicos,201 -CIRUGÍA de CABEZA y CUELLO
Corporación Salud Un,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,Hospital Universitario Nacional de Colombia,corporacionsaludun@hun.edu.co,CL 44 # 59 75,Fijo 3904888 Extensión 12703,Privada,Quirúrgicos,202 -CIRUGÍA CARDIOVASCULAR
Corporación Salud Un,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,Hospital Universitario Nacional de Colombia,corporacionsaludun@hun.edu.co,CL 44 # 59 75,Fijo 3904888 Extensión 12703,Privada,Quirúrgicos,203 -CIRUGÍA GENERAL
Corporación Salud Un,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,Hospital Universitario Nacional de Colombia,corporacionsaludun@hun.edu.co,CL 44 # 59 75,Fijo 3904888 Extensión 12703,Privada,Quirúrgicos,204 -CIRUGÍA GINECOLÓGICA
Corporación Salud Un,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,Hospital Universitario Nacional de Colombia,corporacionsaludun@hun.edu.co,CL 44 # 59 75,Fijo 3904888 Extensión 12703,Privada,Quirúrgicos,205 -CIRUGÍA MAXILOFACIAL
Corporación Salud Un,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,Hospital Universitario Nacional de Colombia,corporacionsaludun@hun.edu.co,CL 44 # 59 75,Fijo 3904888 Extensión 12703,Privada,Quirúrgicos,206 -CIRUGÍA NEUROLÓGICA
